date,hour,minute,interval_start,price_eur_mwh,volume_mwh
2025-10-01,8,45,2025-10-01T08:45:00,95.25,947.65
2025-10-01,9,0,2025-10-01T09:00:00,139.21,885.65
2025-10-01,9,15,2025-10-01T09:15:00,105.01,885.825
2025-10-01,9,30,2025-10-01T09:30:00,93.67,886.525
2025-10-01,9,45,2025-10-01T09:45:00,83.03,890.5
2025-10-01,10,0,2025-10-01T10:00:00,103.3,885.85
2025-10-01,10,15,2025-10-01T10:15:00,93.75,889.05
2025-10-01,10,30,2025-10-01T10:30:00,81.77,893.425
2025-10-01,10,45,2025-10-01T10:45:00,67.19,896.175
2025-10-01,11,0,2025-10-01T11:00:00,87.75,820.225
2025-10-01,11,15,2025-10-01T11:15:00,77.45,825.925
2025-10-01,11,30,2025-10-01T11:30:00,70.65,880.675
2025-10-01,11,45,2025-10-01T11:45:00,68.01,1012.75
2025-10-01,12,0,2025-10-01T12:00:00,73.84,962.85
2025-10-01,12,15,2025-10-01T12:15:00,70.65,1025.45
2025-10-01,12,30,2025-10-01T12:30:00,70.72,992.425
2025-10-01,12,45,2025-10-01T12:45:00,70.65,1000.625
2025-10-01,13,0,2025-10-01T13:00:00,71.1,1000.275
2025-10-01,13,15,2025-10-01T13:15:00,73.49,991.25
2025-10-01,13,30,2025-10-01T13:30:00,75.48,979.375
2025-10-01,13,45,2025-10-01T13:45:00,77.1,960.85
2025-10-01,14,0,2025-10-01T14:00:00,70.65,957.375
2025-10-01,14,15,2025-10-01T14:15:00,76.1,920.45
2025-10-01,14,30,2025-10-01T14:30:00,80.83,854.0
2025-10-01,14,45,2025-10-01T14:45:00,86.34,854.85
2025-10-01,15,0,2025-10-01T15:00:00,73.29,868.325
2025-10-01,15,15,2025-10-01T15:15:00,80.87,867.725
2025-10-01,15,30,2025-10-01T15:30:00,92.92,867.475
2025-10-01,15,45,2025-10-01T15:45:00,102.72,867.15
2025-10-01,16,0,2025-10-01T16:00:00,78.47,881.25
2025-10-01,16,15,2025-10-01T16:15:00,95.48,880.575
2025-10-01,16,30,2025-10-01T16:30:00,104.75,888.9
2025-10-01,16,45,2025-10-01T16:45:00,113.33,901.075
2025-10-01,17,0,2025-10-01T17:00:00,91.26,955.6
2025-10-01,17,15,2025-10-01T17:15:00,120.02,967.75
2025-10-01,17,30,2025-10-01T17:30:00,141.53,981.15
2025-10-01,17,45,2025-10-01T17:45:00,187.19,1006.725
2025-10-01,18,0,2025-10-01T18:00:00,146.95,1148.95
2025-10-01,18,15,2025-10-01T18:15:00,199.07,1150.075
2025-10-01,18,30,2025-10-01T18:30:00,277.5,1150.675
2025-10-01,18,45,2025-10-01T18:45:00,374.54,1151.325
2025-10-01,19,0,2025-10-01T19:00:00,407.53,1182.125
2025-10-01,19,15,2025-10-01T19:15:00,376.39,1182.125
2025-10-01,19,30,2025-10-01T19:30:00,321.94,1182.225
2025-10-01,19,45,2025-10-01T19:45:00,253.14,1183.35
2025-10-01,20,0,2025-10-01T20:00:00,215.99,1096.125
2025-10-01,20,15,2025-10-01T20:15:00,154.29,1095.725
2025-10-01,20,30,2025-10-01T20:30:00,124.58,1094.925
2025-10-01,20,45,2025-10-01T20:45:00,108.0,1096.7
2025-10-01,21,0,2025-10-01T21:00:00,130.05,979.175
2025-10-01,21,15,2025-10-01T21:15:00,121.43,941.8
2025-10-01,21,30,2025-10-01T21:30:00,102.98,942.85
2025-10-01,21,45,2025-10-01T21:45:00,97.96,948.475
2025-10-01,22,0,2025-10-01T22:00:00,109.26,917.75
2025-10-01,22,15,2025-10-01T22:15:00,102.05,917.025
2025-10-01,22,30,2025-10-01T22:30:00,95.43,916.825
2025-10-01,22,45,2025-10-01T22:45:00,88.98,904.625
2025-10-01,23,0,2025-10-01T23:00:00,94.77,923.125
2025-10-01,23,15,2025-10-01T23:15:00,92.1,905.875
2025-10-01,23,30,2025-10-01T23:30:00,91.21,905.875
2025-10-01,23,45,2025-10-01T23:45:00,85.89,910.175
2025-10-02,0,0,2025-10-02T00:00:00,99.66,986.9
2025-10-02,0,15,2025-10-02T00:15:00,91.58,987.6
2025-10-02,0,30,2025-10-02T00:30:00,86.78,984.925
2025-10-02,0,45,2025-10-02T00:45:00,87.72,983.35
2025-10-02,1,0,2025-10-02T01:00:00,95.05,971.8
2025-10-02,1,15,2025-10-02T01:15:00,91.28,971.8
2025-10-02,1,30,2025-10-02T01:30:00,85.18,972.675
2025-10-02,1,45,2025-10-02T01:45:00,82.84,973.6
2025-10-02,2,0,2025-10-02T02:00:00,86.65,974.05
2025-10-02,2,15,2025-10-02T02:15:00,85.63,974.1
2025-10-02,2,30,2025-10-02T02:30:00,87.34,974.2
2025-10-02,2,45,2025-10-02T02:45:00,90.36,974.575
2025-10-02,3,0,2025-10-02T03:00:00,91.11,984.425
2025-10-02,3,15,2025-10-02T03:15:00,90.36,989.125
2025-10-02,3,30,2025-10-02T03:30:00,90.36,995.875
2025-10-02,3,45,2025-10-02T03:45:00,89.38,1002.6
2025-10-02,4,0,2025-10-02T04:00:00,89.7,1007.925
2025-10-02,4,15,2025-10-02T04:15:00,92.29,1011.6
2025-10-02,4,30,2025-10-02T04:30:00,93.45,1012.65
2025-10-02,4,45,2025-10-02T04:45:00,93.68,1024.025
2025-10-02,5,0,2025-10-02T05:00:00,86.54,1034.125
2025-10-02,5,15,2025-10-02T05:15:00,90.63,1043.175
2025-10-02,5,30,2025-10-02T05:30:00,97.29,1047.975
2025-10-02,5,45,2025-10-02T05:45:00,112.86,1066.15
2025-10-02,6,0,2025-10-02T06:00:00,95.93,1141.7
2025-10-02,6,15,2025-10-02T06:15:00,119.45,1138.475
2025-10-02,6,30,2025-10-02T06:30:00,136.06,1137.825
2025-10-02,6,45,2025-10-02T06:45:00,171.77,1145.0
2025-10-02,7,0,2025-10-02T07:00:00,168.93,1199.5
2025-10-02,7,15,2025-10-02T07:15:00,198.0,1201.525
2025-10-02,7,30,2025-10-02T07:30:00,187.76,1198.4
2025-10-02,7,45,2025-10-02T07:45:00,164.48,1198.625
2025-10-02,8,0,2025-10-02T08:00:00,189.35,1115.525
2025-10-02,8,15,2025-10-02T08:15:00,152.15,1114.225
2025-10-02,8,30,2025-10-02T08:30:00,115.8,1112.975
2025-10-02,8,45,2025-10-02T08:45:00,91.35,1112.25
2025-10-02,9,0,2025-10-02T09:00:00,122.49,1022.125
2025-10-02,9,15,2025-10-02T09:15:00,111.74,1004.8
2025-10-02,9,30,2025-10-02T09:30:00,91.84,1011.35
2025-10-02,9,45,2025-10-02T09:45:00,74.07,1018.15
2025-10-02,10,0,2025-10-02T10:00:00,101.74,994.975
2025-10-02,10,15,2025-10-02T10:15:00,99.9,990.725
2025-10-02,10,30,2025-10-02T10:30:00,85.69,977.925
2025-10-02,10,45,2025-10-02T10:45:00,77.7,969.55
2025-10-02,11,0,2025-10-02T11:00:00,92.79,966.85
2025-10-02,11,15,2025-10-02T11:15:00,84.23,967.15
2025-10-02,11,30,2025-10-02T11:30:00,74.25,958.275
2025-10-02,11,45,2025-10-02T11:45:00,68.62,975.25
2025-10-02,12,0,2025-10-02T12:00:00,72.96,914.075
2025-10-02,12,15,2025-10-02T12:15:00,66.87,931.45
2025-10-02,12,30,2025-10-02T12:30:00,66.39,933.325
2025-10-02,12,45,2025-10-02T12:45:00,66.13,940.9
2025-10-02,13,0,2025-10-02T13:00:00,60.48,953.7
2025-10-02,13,15,2025-10-02T13:15:00,62.85,946.625
2025-10-02,13,30,2025-10-02T13:30:00,64.57,933.575
2025-10-02,13,45,2025-10-02T13:45:00,66.17,919.05
2025-10-02,14,0,2025-10-02T14:00:00,64.82,876.525
2025-10-02,14,15,2025-10-02T14:15:00,70.24,854.55
2025-10-02,14,30,2025-10-02T14:30:00,77.68,836.475
2025-10-02,14,45,2025-10-02T14:45:00,84.69,752.475
2025-10-02,15,0,2025-10-02T15:00:00,64.85,935.25
2025-10-02,15,15,2025-10-02T15:15:00,77.68,938.225
2025-10-02,15,30,2025-10-02T15:30:00,89.96,943.425
2025-10-02,15,45,2025-10-02T15:45:00,102.25,938.325
2025-10-02,16,0,2025-10-02T16:00:00,78.27,954.825
2025-10-02,16,15,2025-10-02T16:15:00,81.58,967.825
2025-10-02,16,30,2025-10-02T16:30:00,95.24,989.7
2025-10-02,16,45,2025-10-02T16:45:00,104.98,1015.575
2025-10-02,17,0,2025-10-02T17:00:00,81.09,1072.2
2025-10-02,17,15,2025-10-02T17:15:00,109.47,1083.85
2025-10-02,17,30,2025-10-02T17:30:00,136.37,1093.775
2025-10-02,17,45,2025-10-02T17:45:00,172.43,1126.35
2025-10-02,18,0,2025-10-02T18:00:00,128.67,1262.9
2025-10-02,18,15,2025-10-02T18:15:00,150.9,1265.55
2025-10-02,18,30,2025-10-02T18:30:00,178.63,1266.225
2025-10-02,18,45,2025-10-02T18:45:00,234.0,1266.125
2025-10-02,19,0,2025-10-02T19:00:00,233.41,1287.975
2025-10-02,19,15,2025-10-02T19:15:00,215.26,1282.925
2025-10-02,19,30,2025-10-02T19:30:00,169.96,1283.775
2025-10-02,19,45,2025-10-02T19:45:00,134.24,1283.55
2025-10-02,20,0,2025-10-02T20:00:00,154.66,1197.925
2025-10-02,20,15,2025-10-02T20:15:00,132.42,1195.75
2025-10-02,20,30,2025-10-02T20:30:00,113.89,1192.875
2025-10-02,20,45,2025-10-02T20:45:00,104.21,1194.425
2025-10-02,21,0,2025-10-02T21:00:00,114.67,1074.85
2025-10-02,21,15,2025-10-02T21:15:00,107.23,1038.2
2025-10-02,21,30,2025-10-02T21:30:00,94.18,1038.75
2025-10-02,21,45,2025-10-02T21:45:00,91.03,1040.55
2025-10-02,22,0,2025-10-02T22:00:00,111.24,1019.875
2025-10-02,22,15,2025-10-02T22:15:00,103.71,1004.925
2025-10-02,22,30,2025-10-02T22:30:00,98.59,990.925
2025-10-02,22,45,2025-10-02T22:45:00,86.04,971.475
2025-10-02,23,0,2025-10-02T23:00:00,107.13,958.05
2025-10-02,23,15,2025-10-02T23:15:00,96.8,958.725
2025-10-02,23,30,2025-10-02T23:30:00,79.98,953.125
2025-10-02,23,45,2025-10-02T23:45:00,69.14,955.175
2025-10-03,0,0,2025-10-03T00:00:00,97.15,968.475
2025-10-03,0,15,2025-10-03T00:15:00,89.41,900.15
2025-10-03,0,30,2025-10-03T00:30:00,84.64,884.725
2025-10-03,0,45,2025-10-03T00:45:00,75.3,838.7
2025-10-03,1,0,2025-10-03T01:00:00,87.16,845.775
2025-10-03,1,15,2025-10-03T01:15:00,82.09,818.575
2025-10-03,1,30,2025-10-03T01:30:00,75.0,812.625
2025-10-03,1,45,2025-10-03T01:45:00,64.75,813.2
2025-10-03,2,0,2025-10-03T02:00:00,82.88,729.475
2025-10-03,2,15,2025-10-03T02:15:00,71.15,729.375
2025-10-03,2,30,2025-10-03T02:30:00,72.68,729.55
2025-10-03,2,45,2025-10-03T02:45:00,71.56,742.3
2025-10-03,3,0,2025-10-03T03:00:00,62.78,761.825
2025-10-03,3,15,2025-10-03T03:15:00,78.87,762.125
2025-10-03,3,30,2025-10-03T03:30:00,81.17,762.425
2025-10-03,3,45,2025-10-03T03:45:00,77.03,785.725
2025-10-03,4,0,2025-10-03T04:00:00,72.68,911.15
2025-10-03,4,15,2025-10-03T04:15:00,73.39,910.2
2025-10-03,4,30,2025-10-03T04:30:00,81.13,918.4
2025-10-03,4,45,2025-10-03T04:45:00,83.7,932.45
2025-10-03,5,0,2025-10-03T05:00:00,80.63,963.85
2025-10-03,5,15,2025-10-03T05:15:00,84.24,975.475
2025-10-03,5,30,2025-10-03T05:30:00,91.76,972.7
2025-10-03,5,45,2025-10-03T05:45:00,101.22,973.6
2025-10-03,6,0,2025-10-03T06:00:00,98.32,1081.675
2025-10-03,6,15,2025-10-03T06:15:00,106.84,1073.525
2025-10-03,6,30,2025-10-03T06:30:00,132.14,1102.675
2025-10-03,6,45,2025-10-03T06:45:00,137.0,1119.925
2025-10-03,7,0,2025-10-03T07:00:00,127.82,1160.4
2025-10-03,7,15,2025-10-03T07:15:00,143.15,1161.1
2025-10-03,7,30,2025-10-03T07:30:00,130.01,1157.3
2025-10-03,7,45,2025-10-03T07:45:00,119.88,1148.675
2025-10-03,8,0,2025-10-03T08:00:00,133.7,1083.675
2025-10-03,8,15,2025-10-03T08:15:00,121.7,1071.725
2025-10-03,8,30,2025-10-03T08:30:00,107.97,1055.05
2025-10-03,8,45,2025-10-03T08:45:00,82.37,1039.075
2025-10-03,9,0,2025-10-03T09:00:00,113.17,999.55
2025-10-03,9,15,2025-10-03T09:15:00,100.69,982.475
2025-10-03,9,30,2025-10-03T09:30:00,83.94,1106.725
2025-10-03,9,45,2025-10-03T09:45:00,62.88,1097.9
2025-10-03,10,0,2025-10-03T10:00:00,95.97,884.775
2025-10-03,10,15,2025-10-03T10:15:00,70.68,869.125
2025-10-03,10,30,2025-10-03T10:30:00,50.73,944.55
2025-10-03,10,45,2025-10-03T10:45:00,42.57,939.35
2025-10-03,11,0,2025-10-03T11:00:00,50.06,868.9
2025-10-03,11,15,2025-10-03T11:15:00,46.4,876.925
2025-10-03,11,30,2025-10-03T11:30:00,42.33,875.75
2025-10-03,11,45,2025-10-03T11:45:00,33.69,960.475
2025-10-03,12,0,2025-10-03T12:00:00,34.69,967.825
2025-10-03,12,15,2025-10-03T12:15:00,29.68,977.275
2025-10-03,12,30,2025-10-03T12:30:00,26.82,987.425
2025-10-03,12,45,2025-10-03T12:45:00,23.06,993.25
2025-10-03,13,0,2025-10-03T13:00:00,23.03,1000.0
2025-10-03,13,15,2025-10-03T13:15:00,19.01,991.25
2025-10-03,13,30,2025-10-03T13:30:00,18.08,977.025
2025-10-03,13,45,2025-10-03T13:45:00,20.6,966.7
2025-10-03,14,0,2025-10-03T14:00:00,15.25,945.825
2025-10-03,14,15,2025-10-03T14:15:00,26.06,942.95
2025-10-03,14,30,2025-10-03T14:30:00,38.75,938.975
2025-10-03,14,45,2025-10-03T14:45:00,46.72,864.175
2025-10-03,15,0,2025-10-03T15:00:00,32.79,847.6
2025-10-03,15,15,2025-10-03T15:15:00,47.13,842.725
2025-10-03,15,30,2025-10-03T15:30:00,74.62,826.775
2025-10-03,15,45,2025-10-03T15:45:00,84.75,821.125
2025-10-03,16,0,2025-10-03T16:00:00,63.09,818.125
2025-10-03,16,15,2025-10-03T16:15:00,71.36,827.025
2025-10-03,16,30,2025-10-03T16:30:00,89.37,833.575
2025-10-03,16,45,2025-10-03T16:45:00,107.33,840.6
2025-10-03,17,0,2025-10-03T17:00:00,73.51,874.275
2025-10-03,17,15,2025-10-03T17:15:00,94.72,899.925
2025-10-03,17,30,2025-10-03T17:30:00,123.98,917.8
2025-10-03,17,45,2025-10-03T17:45:00,151.67,933.3
2025-10-03,18,0,2025-10-03T18:00:00,125.25,964.475
2025-10-03,18,15,2025-10-03T18:15:00,135.09,982.125
2025-10-03,18,30,2025-10-03T18:30:00,155.46,999.775
2025-10-03,18,45,2025-10-03T18:45:00,168.58,1022.175
2025-10-03,19,0,2025-10-03T19:00:00,151.06,1032.5
2025-10-03,19,15,2025-10-03T19:15:00,150.11,1040.825
2025-10-03,19,30,2025-10-03T19:30:00,136.0,1041.05
2025-10-03,19,45,2025-10-03T19:45:00,125.96,1029.75
2025-10-03,20,0,2025-10-03T20:00:00,136.4,1024.425
2025-10-03,20,15,2025-10-03T20:15:00,113.96,1003.375
2025-10-03,20,30,2025-10-03T20:30:00,97.86,976.775
2025-10-03,20,45,2025-10-03T20:45:00,81.23,949.4
2025-10-03,21,0,2025-10-03T21:00:00,104.78,896.075
2025-10-03,21,15,2025-10-03T21:15:00,79.29,872.05
2025-10-03,21,30,2025-10-03T21:30:00,71.92,845.375
2025-10-03,21,45,2025-10-03T21:45:00,58.57,817.0
2025-10-03,22,0,2025-10-03T22:00:00,71.35,770.825
2025-10-03,22,15,2025-10-03T22:15:00,62.21,754.8
2025-10-03,22,30,2025-10-03T22:30:00,60.31,735.075
2025-10-03,22,45,2025-10-03T22:45:00,55.46,714.55
2025-10-03,23,0,2025-10-03T23:00:00,64.6,697.925
2025-10-03,23,15,2025-10-03T23:15:00,51.16,672.6
2025-10-03,23,30,2025-10-03T23:30:00,26.86,672.775
2025-10-03,23,45,2025-10-03T23:45:00,2.59,674.325
2025-10-04,0,0,2025-10-04T00:00:00,65.4,544.45
2025-10-04,0,15,2025-10-04T00:15:00,55.91,523.05
2025-10-04,0,30,2025-10-04T00:30:00,50.83,511.075
2025-10-04,0,45,2025-10-04T00:45:00,39.81,514.925
2025-10-04,1,0,2025-10-04T01:00:00,50.86,505.55
2025-10-04,1,15,2025-10-04T01:15:00,48.08,501.05
2025-10-04,1,30,2025-10-04T01:30:00,38.41,496.8
2025-10-04,1,45,2025-10-04T01:45:00,25.49,497.85
2025-10-04,2,0,2025-10-04T02:00:00,74.75,559.925
2025-10-04,2,15,2025-10-04T02:15:00,49.0,556.15
2025-10-04,2,30,2025-10-04T02:30:00,26.19,561.1
2025-10-04,2,45,2025-10-04T02:45:00,26.59,571.85
2025-10-04,3,0,2025-10-04T03:00:00,26.92,582.05
2025-10-04,3,15,2025-10-04T03:15:00,20.67,575.775
2025-10-04,3,30,2025-10-04T03:30:00,18.49,571.5
2025-10-04,3,45,2025-10-04T03:45:00,18.41,569.075
2025-10-04,4,0,2025-10-04T04:00:00,25.68,578.25
2025-10-04,4,15,2025-10-04T04:15:00,25.16,577.0
2025-10-04,4,30,2025-10-04T04:30:00,25.44,578.825
2025-10-04,4,45,2025-10-04T04:45:00,21.71,581.75
2025-10-04,5,0,2025-10-04T05:00:00,5.07,538.6
2025-10-04,5,15,2025-10-04T05:15:00,3.04,541.4
2025-10-04,5,30,2025-10-04T05:30:00,3.0,551.275
2025-10-04,5,45,2025-10-04T05:45:00,8.12,560.3
2025-10-04,6,0,2025-10-04T06:00:00,2.35,596.425
2025-10-04,6,15,2025-10-04T06:15:00,23.11,600.575
2025-10-04,6,30,2025-10-04T06:30:00,30.0,614.225
2025-10-04,6,45,2025-10-04T06:45:00,56.61,623.325
2025-10-04,7,0,2025-10-04T07:00:00,39.11,647.0
2025-10-04,7,15,2025-10-04T07:15:00,49.0,658.2
2025-10-04,7,30,2025-10-04T07:30:00,53.55,666.25
2025-10-04,7,45,2025-10-04T07:45:00,45.91,668.7
2025-10-04,8,0,2025-10-04T08:00:00,43.08,685.775
2025-10-04,8,15,2025-10-04T08:15:00,55.48,685.8
2025-10-04,8,30,2025-10-04T08:30:00,73.0,687.85
2025-10-04,8,45,2025-10-04T08:45:00,35.11,696.35
2025-10-04,9,0,2025-10-04T09:00:00,41.0,753.65
2025-10-04,9,15,2025-10-04T09:15:00,56.47,806.875
2025-10-04,9,30,2025-10-04T09:30:00,40.24,808.25
2025-10-04,9,45,2025-10-04T09:45:00,9.82,824.175
2025-10-04,10,0,2025-10-04T10:00:00,43.56,826.525
2025-10-04,10,15,2025-10-04T10:15:00,21.27,844.4
2025-10-04,10,30,2025-10-04T10:30:00,9.65,857.775
2025-10-04,10,45,2025-10-04T10:45:00,1.51,863.175
2025-10-04,11,0,2025-10-04T11:00:00,4.23,888.325
2025-10-04,11,15,2025-10-04T11:15:00,2.67,900.725
2025-10-04,11,30,2025-10-04T11:30:00,0.84,908.325
2025-10-04,11,45,2025-10-04T11:45:00,0.37,905.375
2025-10-04,12,0,2025-10-04T12:00:00,1.94,903.375
2025-10-04,12,15,2025-10-04T12:15:00,0.5,890.95
2025-10-04,12,30,2025-10-04T12:30:00,0.22,887.55
2025-10-04,12,45,2025-10-04T12:45:00,0.23,884.375
2025-10-04,13,0,2025-10-04T13:00:00,1.74,881.825
2025-10-04,13,15,2025-10-04T13:15:00,1.69,873.075
2025-10-04,13,30,2025-10-04T13:30:00,3.59,862.525
2025-10-04,13,45,2025-10-04T13:45:00,8.23,855.8
2025-10-04,14,0,2025-10-04T14:00:00,4.41,823.225
2025-10-04,14,15,2025-10-04T14:15:00,10.61,811.8
2025-10-04,14,30,2025-10-04T14:30:00,18.37,807.275
2025-10-04,14,45,2025-10-04T14:45:00,42.51,797.45
2025-10-04,15,0,2025-10-04T15:00:00,13.34,794.075
2025-10-04,15,15,2025-10-04T15:15:00,37.86,778.85
2025-10-04,15,30,2025-10-04T15:30:00,52.84,700.575
2025-10-04,15,45,2025-10-04T15:45:00,56.0,677.4
2025-10-04,16,0,2025-10-04T16:00:00,30.76,711.475
2025-10-04,16,15,2025-10-04T16:15:00,57.83,713.875
2025-10-04,16,30,2025-10-04T16:30:00,69.99,714.575
2025-10-04,16,45,2025-10-04T16:45:00,26.48,733.25
2025-10-04,17,0,2025-10-04T17:00:00,29.6,719.575
2025-10-04,17,15,2025-10-04T17:15:00,40.57,725.075
2025-10-04,17,30,2025-10-04T17:30:00,44.37,729.325
2025-10-04,17,45,2025-10-04T17:45:00,47.0,746.65
2025-10-04,18,0,2025-10-04T18:00:00,10.96,779.5
2025-10-04,18,15,2025-10-04T18:15:00,10.51,789.75
2025-10-04,18,30,2025-10-04T18:30:00,58.0,787.6
2025-10-04,18,45,2025-10-04T18:45:00,72.0,796.4
2025-10-04,19,0,2025-10-04T19:00:00,46.72,816.55
2025-10-04,19,15,2025-10-04T19:15:00,79.99,814.8
2025-10-04,19,30,2025-10-04T19:30:00,83.59,799.175
2025-10-04,19,45,2025-10-04T19:45:00,79.06,795.475
2025-10-04,20,0,2025-10-04T20:00:00,90.44,750.625
2025-10-04,20,15,2025-10-04T20:15:00,65.0,755.525
2025-10-04,20,30,2025-10-04T20:30:00,36.22,746.25
2025-10-04,20,45,2025-10-04T20:45:00,6.21,734.95
2025-10-04,21,0,2025-10-04T21:00:00,38.93,698.75
2025-10-04,21,15,2025-10-04T21:15:00,12.97,685.825
2025-10-04,21,30,2025-10-04T21:30:00,11.0,672.9
2025-10-04,21,45,2025-10-04T21:45:00,5.42,666.775
2025-10-04,22,0,2025-10-04T22:00:00,40.0,632.575
2025-10-04,22,15,2025-10-04T22:15:00,39.63,616.475
2025-10-04,22,30,2025-10-04T22:30:00,57.0,604.575
2025-10-04,22,45,2025-10-04T22:45:00,6.18,607.125
2025-10-04,23,0,2025-10-04T23:00:00,8.36,584.725
2025-10-04,23,15,2025-10-04T23:15:00,5.99,567.825
2025-10-04,23,30,2025-10-04T23:30:00,-0.08,553.575
2025-10-04,23,45,2025-10-04T23:45:00,-1.25,535.625
2025-10-05,0,0,2025-10-05T00:00:00,-0.07,484.8
2025-10-05,0,15,2025-10-05T00:15:00,-0.26,488.75
2025-10-05,0,30,2025-10-05T00:30:00,-1.45,492.2
2025-10-05,0,45,2025-10-05T00:45:00,-1.37,497.875
2025-10-05,1,0,2025-10-05T01:00:00,6.66,502.625
2025-10-05,1,15,2025-10-05T01:15:00,-0.57,502.125
2025-10-05,1,30,2025-10-05T01:30:00,-0.55,504.575
2025-10-05,1,45,2025-10-05T01:45:00,-0.48,509.95
2025-10-05,2,0,2025-10-05T02:00:00,-1.07,507.675
2025-10-05,2,15,2025-10-05T02:15:00,-1.23,505.4
2025-10-05,2,30,2025-10-05T02:30:00,-0.95,505.075
2025-10-05,2,45,2025-10-05T02:45:00,-1.12,504.075
2025-10-05,3,0,2025-10-05T03:00:00,-0.94,508.525
2025-10-05,3,15,2025-10-05T03:15:00,-1.08,513.4
2025-10-05,3,30,2025-10-05T03:30:00,-1.2,514.7
2025-10-05,3,45,2025-10-05T03:45:00,-1.44,516.375
2025-10-05,4,0,2025-10-05T04:00:00,-1.13,515.725
2025-10-05,4,15,2025-10-05T04:15:00,-0.96,518.2
2025-10-05,4,30,2025-10-05T04:30:00,-1.08,520.225
2025-10-05,4,45,2025-10-05T04:45:00,-1.05,522.7
2025-10-05,5,0,2025-10-05T05:00:00,-0.72,572.8
2025-10-05,5,15,2025-10-05T05:15:00,-0.88,574.775
2025-10-05,5,30,2025-10-05T05:30:00,-1.18,575.15
2025-10-05,5,45,2025-10-05T05:45:00,-1.16,581.3
2025-10-05,6,0,2025-10-05T06:00:00,-1.64,509.325
2025-10-05,6,15,2025-10-05T06:15:00,-1.84,507.325
2025-10-05,6,30,2025-10-05T06:30:00,-1.62,505.0
2025-10-05,6,45,2025-10-05T06:45:00,-1.79,504.825
2025-10-05,7,0,2025-10-05T07:00:00,-2.02,534.15
2025-10-05,7,15,2025-10-05T07:15:00,-1.78,545.9
2025-10-05,7,30,2025-10-05T07:30:00,0.0,554.6
2025-10-05,7,45,2025-10-05T07:45:00,2.58,563.5
2025-10-05,8,0,2025-10-05T08:00:00,41.09,571.9
2025-10-05,8,15,2025-10-05T08:15:00,7.36,588.9
2025-10-05,8,30,2025-10-05T08:30:00,7.34,598.775
2025-10-05,8,45,2025-10-05T08:45:00,4.35,610.825
2025-10-05,9,0,2025-10-05T09:00:00,18.51,649.1
2025-10-05,9,15,2025-10-05T09:15:00,17.35,656.875
2025-10-05,9,30,2025-10-05T09:30:00,16.29,659.575
2025-10-05,9,45,2025-10-05T09:45:00,12.75,670.7
2025-10-05,10,0,2025-10-05T10:00:00,11.57,675.45
2025-10-05,10,15,2025-10-05T10:15:00,15.63,674.075
2025-10-05,10,30,2025-10-05T10:30:00,17.16,677.875
2025-10-05,10,45,2025-10-05T10:45:00,19.7,684.925
2025-10-05,11,0,2025-10-05T11:00:00,13.42,711.8
2025-10-05,11,15,2025-10-05T11:15:00,12.47,717.775
2025-10-05,11,30,2025-10-05T11:30:00,9.58,720.375
