date,hour,interval_start,price_eur_mwh,volume_mwh
2024-01-01,0,2024-01-01T00:00:00,0.1,3398.0
2024-01-01,1,2024-01-01T01:00:00,0.01,3308.5
2024-01-01,2,2024-01-01T02:00:00,0.02,3237.1
2024-01-01,3,2024-01-01T03:00:00,0.0,3161.9
2024-01-01,4,2024-01-01T04:00:00,-0.01,3238.7
2024-01-01,5,2024-01-01T05:00:00,-0.01,3225.1
2024-01-01,6,2024-01-01T06:00:00,0.0,3292.6
2024-01-01,7,2024-01-01T07:00:00,0.0,3245.9
2024-01-01,8,2024-01-01T08:00:00,0.0,3299.3
2024-01-01,9,2024-01-01T09:00:00,0.04,3126.6
2024-01-01,10,2024-01-01T10:00:00,0.06,2982.4
2024-01-01,11,2024-01-01T11:00:00,0.54,2805.8
2024-01-01,12,2024-01-01T12:00:00,2.24,2754.4
2024-01-01,13,2024-01-01T13:00:00,2.53,2717.6
2024-01-01,14,2024-01-01T14:00:00,4.89,2700.7
2024-01-01,15,2024-01-01T15:00:00,24.04,2485.1
2024-01-01,16,2024-01-01T16:00:00,49.26,2780.7
2024-01-01,17,2024-01-01T17:00:00,57.21,2787.5
2024-01-01,18,2024-01-01T18:00:00,59.85,2729.4
2024-01-01,19,2024-01-01T19:00:00,54.76,2750.1
2024-01-01,20,2024-01-01T20:00:00,48.41,2759.7
2024-01-01,21,2024-01-01T21:00:00,42.27,2865.3
2024-01-01,22,2024-01-01T22:00:00,46.32,2630.7
2024-01-01,23,2024-01-01T23:00:00,35.55,2666.8
2024-01-02,0,2024-01-02T00:00:00,30.07,2672.9
2024-01-02,1,2024-01-02T01:00:00,19.89,2608.6
2024-01-02,2,2024-01-02T02:00:00,29.6,2670.2
2024-01-02,3,2024-01-02T03:00:00,17.54,2730.0
2024-01-02,4,2024-01-02T04:00:00,10.55,2661.2
2024-01-02,5,2024-01-02T05:00:00,28.22,2419.0
2024-01-02,6,2024-01-02T06:00:00,47.13,2214.1
2024-01-02,7,2024-01-02T07:00:00,65.43,2522.4
2024-01-02,8,2024-01-02T08:00:00,71.3,2554.2
2024-01-02,9,2024-01-02T09:00:00,70.16,2617.3
2024-01-02,10,2024-01-02T10:00:00,71.77,2597.8
2024-01-02,11,2024-01-02T11:00:00,75.33,2599.0
2024-01-02,12,2024-01-02T12:00:00,79.71,2643.3
2024-01-02,13,2024-01-02T13:00:00,80.61,2672.7
2024-01-02,14,2024-01-02T14:00:00,82.18,2588.8
2024-01-02,15,2024-01-02T15:00:00,83.04,2573.2
2024-01-02,16,2024-01-02T16:00:00,85.91,2610.9
2024-01-02,17,2024-01-02T17:00:00,84.07,2597.0
2024-01-02,18,2024-01-02T18:00:00,78.11,2571.6
2024-01-02,19,2024-01-02T19:00:00,68.82,2525.8
2024-01-02,20,2024-01-02T20:00:00,58.56,2392.5
2024-01-02,21,2024-01-02T21:00:00,47.61,2149.3
2024-01-02,22,2024-01-02T22:00:00,40.62,1946.9
2024-01-02,23,2024-01-02T23:00:00,17.77,2149.7
2024-01-03,0,2024-01-03T00:00:00,11.81,2268.1
2024-01-03,1,2024-01-03T01:00:00,10.64,2148.8
2024-01-03,2,2024-01-03T02:00:00,10.09,2093.5
2024-01-03,3,2024-01-03T03:00:00,9.76,2120.0
2024-01-03,4,2024-01-03T04:00:00,10.42,2194.5
2024-01-03,5,2024-01-03T05:00:00,11.72,2174.2
2024-01-03,6,2024-01-03T06:00:00,36.04,2779.1
2024-01-03,7,2024-01-03T07:00:00,43.58,2977.7
2024-01-03,8,2024-01-03T08:00:00,62.66,2939.9
2024-01-03,9,2024-01-03T09:00:00,65.47,2999.9
2024-01-03,10,2024-01-03T10:00:00,60.0,2969.5
2024-01-03,11,2024-01-03T11:00:00,56.99,2958.4
2024-01-03,12,2024-01-03T12:00:00,55.99,2967.0
2024-01-03,13,2024-01-03T13:00:00,56.02,2987.3
2024-01-03,14,2024-01-03T14:00:00,62.14,2851.5
2024-01-03,15,2024-01-03T15:00:00,70.55,2838.8
2024-01-03,16,2024-01-03T16:00:00,77.63,2858.1
2024-01-03,17,2024-01-03T17:00:00,84.23,2807.2
2024-01-03,18,2024-01-03T18:00:00,85.17,2706.3
2024-01-03,19,2024-01-03T19:00:00,81.94,2663.9
2024-01-03,20,2024-01-03T20:00:00,73.23,2520.3
2024-01-03,21,2024-01-03T21:00:00,67.41,2283.9
2024-01-03,22,2024-01-03T22:00:00,65.0,2235.1
2024-01-03,23,2024-01-03T23:00:00,58.12,2279.7
2024-01-04,0,2024-01-04T00:00:00,57.3,2607.1
2024-01-04,1,2024-01-04T01:00:00,50.46,2001.5
2024-01-04,2,2024-01-04T02:00:00,40.0,2089.5
2024-01-04,3,2024-01-04T03:00:00,25.48,2094.4
2024-01-04,4,2024-01-04T04:00:00,35.0,2113.7
2024-01-04,5,2024-01-04T05:00:00,57.73,2454.9
2024-01-04,6,2024-01-04T06:00:00,72.65,2629.1
2024-01-04,7,2024-01-04T07:00:00,85.02,2913.6
2024-01-04,8,2024-01-04T08:00:00,91.47,2931.6
2024-01-04,9,2024-01-04T09:00:00,94.2,2974.0
2024-01-04,10,2024-01-04T10:00:00,91.83,2941.3
2024-01-04,11,2024-01-04T11:00:00,90.27,2911.2
2024-01-04,12,2024-01-04T12:00:00,86.5,2944.0
2024-01-04,13,2024-01-04T13:00:00,85.96,2950.7
2024-01-04,14,2024-01-04T14:00:00,92.11,3377.5
2024-01-04,15,2024-01-04T15:00:00,98.62,3535.6
2024-01-04,16,2024-01-04T16:00:00,105.0,3701.5
2024-01-04,17,2024-01-04T17:00:00,118.88,3881.4
2024-01-04,18,2024-01-04T18:00:00,123.53,4058.6
2024-01-04,19,2024-01-04T19:00:00,115.09,3966.0
2024-01-04,20,2024-01-04T20:00:00,101.98,3925.1
2024-01-04,21,2024-01-04T21:00:00,96.84,3993.4
2024-01-04,22,2024-01-04T22:00:00,93.18,4021.4
2024-01-04,23,2024-01-04T23:00:00,88.74,3521.9
2024-01-05,0,2024-01-05T00:00:00,86.08,3106.6
2024-01-05,1,2024-01-05T01:00:00,80.51,3054.4
2024-01-05,2,2024-01-05T02:00:00,77.01,2717.7
2024-01-05,3,2024-01-05T03:00:00,73.1,2461.7
2024-01-05,4,2024-01-05T04:00:00,73.53,2466.5
2024-01-05,5,2024-01-05T05:00:00,75.73,2467.0
2024-01-05,6,2024-01-05T06:00:00,87.56,2667.9
2024-01-05,7,2024-01-05T07:00:00,95.84,2791.0
2024-01-05,8,2024-01-05T08:00:00,98.14,3157.0
2024-01-05,9,2024-01-05T09:00:00,97.74,3253.9
2024-01-05,10,2024-01-05T10:00:00,96.88,3281.8
2024-01-05,11,2024-01-05T11:00:00,98.37,3321.8
2024-01-05,12,2024-01-05T12:00:00,94.62,3275.6
2024-01-05,13,2024-01-05T13:00:00,97.01,3182.0
2024-01-05,14,2024-01-05T14:00:00,103.06,3267.3
2024-01-05,15,2024-01-05T15:00:00,105.83,3275.0
2024-01-05,16,2024-01-05T16:00:00,108.14,3221.9
2024-01-05,17,2024-01-05T17:00:00,111.5,3323.9
2024-01-05,18,2024-01-05T18:00:00,110.41,3470.6
2024-01-05,19,2024-01-05T19:00:00,106.7,3383.6
2024-01-05,20,2024-01-05T20:00:00,102.71,3446.4
2024-01-05,21,2024-01-05T21:00:00,95.54,3010.9
2024-01-05,22,2024-01-05T22:00:00,94.92,2866.3
2024-01-05,23,2024-01-05T23:00:00,86.8,3067.9
2024-01-06,0,2024-01-06T00:00:00,82.25,3288.9
2024-01-06,1,2024-01-06T01:00:00,80.2,3386.3
2024-01-06,2,2024-01-06T02:00:00,76.13,3505.4
2024-01-06,3,2024-01-06T03:00:00,73.01,2697.2
2024-01-06,4,2024-01-06T04:00:00,73.01,2892.6
2024-01-06,5,2024-01-06T05:00:00,74.59,3478.1
2024-01-06,6,2024-01-06T06:00:00,75.1,3478.4
2024-01-06,7,2024-01-06T07:00:00,81.39,3258.2
2024-01-06,8,2024-01-06T08:00:00,88.4,3059.1
2024-01-06,9,2024-01-06T09:00:00,92.23,2849.1
2024-01-06,10,2024-01-06T10:00:00,97.3,2998.6
2024-01-06,11,2024-01-06T11:00:00,100.47,3106.7
2024-01-06,12,2024-01-06T12:00:00,99.16,2976.1
2024-01-06,13,2024-01-06T13:00:00,95.0,2760.4
2024-01-06,14,2024-01-06T14:00:00,92.52,2652.5
2024-01-06,15,2024-01-06T15:00:00,94.75,2718.4
2024-01-06,16,2024-01-06T16:00:00,99.28,2864.7
2024-01-06,17,2024-01-06T17:00:00,104.29,3057.9
2024-01-06,18,2024-01-06T18:00:00,103.63,3099.1
2024-01-06,19,2024-01-06T19:00:00,99.0,3088.6
2024-01-06,20,2024-01-06T20:00:00,92.14,3101.3
2024-01-06,21,2024-01-06T21:00:00,88.0,3393.5
2024-01-06,22,2024-01-06T22:00:00,86.57,3498.0
2024-01-06,23,2024-01-06T23:00:00,79.87,3640.6
2024-01-07,0,2024-01-07T00:00:00,84.08,4226.2
2024-01-07,1,2024-01-07T01:00:00,79.82,4168.7
2024-01-07,2,2024-01-07T02:00:00,76.76,4114.8
2024-01-07,3,2024-01-07T03:00:00,73.46,4022.1
2024-01-07,4,2024-01-07T04:00:00,71.86,3690.2
2024-01-07,5,2024-01-07T05:00:00,72.08,3634.9
2024-01-07,6,2024-01-07T06:00:00,74.9,3786.1
2024-01-07,7,2024-01-07T07:00:00,77.69,3586.4
2024-01-07,8,2024-01-07T08:00:00,81.79,3629.3
2024-01-07,9,2024-01-07T09:00:00,84.86,3391.4
2024-01-07,10,2024-01-07T10:00:00,87.17,3188.8
2024-01-07,11,2024-01-07T11:00:00,89.18,3158.6
2024-01-07,12,2024-01-07T12:00:00,88.66,3188.3
2024-01-07,13,2024-01-07T13:00:00,84.81,3158.8
2024-01-07,14,2024-01-07T14:00:00,84.34,3124.3
2024-01-07,15,2024-01-07T15:00:00,88.01,3111.7
2024-01-07,16,2024-01-07T16:00:00,93.42,3137.5
2024-01-07,17,2024-01-07T17:00:00,101.77,3302.7
2024-01-07,18,2024-01-07T18:00:00,104.85,3394.2
2024-01-07,19,2024-01-07T19:00:00,103.56,3512.0
2024-01-07,20,2024-01-07T20:00:00,100.5,3553.9
2024-01-07,21,2024-01-07T21:00:00,93.31,3530.1
2024-01-07,22,2024-01-07T22:00:00,91.17,3418.8
2024-01-07,23,2024-01-07T23:00:00,83.86,3557.9
2024-01-08,0,2024-01-08T00:00:00,82.54,3621.7
2024-01-08,1,2024-01-08T01:00:00,83.07,3535.6
2024-01-08,2,2024-01-08T02:00:00,78.64,3324.5
2024-01-08,3,2024-01-08T03:00:00,75.97,3385.8
2024-01-08,4,2024-01-08T04:00:00,78.41,3435.7
2024-01-08,5,2024-01-08T05:00:00,82.1,3592.7
2024-01-08,6,2024-01-08T06:00:00,94.3,3984.5
2024-01-08,7,2024-01-08T07:00:00,111.16,4084.8
2024-01-08,8,2024-01-08T08:00:00,121.11,4320.8
2024-01-08,9,2024-01-08T09:00:00,117.83,4235.6
2024-01-08,10,2024-01-08T10:00:00,110.66,4082.4
2024-01-08,11,2024-01-08T11:00:00,103.02,4160.9
2024-01-08,12,2024-01-08T12:00:00,95.48,4167.1
2024-01-08,13,2024-01-08T13:00:00,92.84,4086.5
2024-01-08,14,2024-01-08T14:00:00,100.0,4131.3
2024-01-08,15,2024-01-08T15:00:00,107.98,4012.6
2024-01-08,16,2024-01-08T16:00:00,119.27,4091.5
2024-01-08,17,2024-01-08T17:00:00,129.83,4221.6
2024-01-08,18,2024-01-08T18:00:00,130.0,4338.0
2024-01-08,19,2024-01-08T19:00:00,122.06,4243.6
2024-01-08,20,2024-01-08T20:00:00,114.19,4292.8
2024-01-08,21,2024-01-08T21:00:00,102.8,4454.8
2024-01-08,22,2024-01-08T22:00:00,99.96,4255.0
2024-01-08,23,2024-01-08T23:00:00,91.49,3988.3
2024-01-09,0,2024-01-09T00:00:00,87.67,3089.1
2024-01-09,1,2024-01-09T01:00:00,86.54,2690.6
2024-01-09,2,2024-01-09T02:00:00,85.0,2494.2
2024-01-09,3,2024-01-09T03:00:00,84.11,2644.9
2024-01-09,4,2024-01-09T04:00:00,85.28,2986.3
2024-01-09,5,2024-01-09T05:00:00,89.43,3476.2
2024-01-09,6,2024-01-09T06:00:00,107.7,3819.2
2024-01-09,7,2024-01-09T07:00:00,122.48,3640.3
2024-01-09,8,2024-01-09T08:00:00,132.89,3971.1
2024-01-09,9,2024-01-09T09:00:00,120.87,3736.3
2024-01-09,10,2024-01-09T10:00:00,112.52,3909.9
2024-01-09,11,2024-01-09T11:00:00,105.14,4230.1
2024-01-09,12,2024-01-09T12:00:00,99.64,4215.4
2024-01-09,13,2024-01-09T13:00:00,100.21,4107.5
2024-01-09,14,2024-01-09T14:00:00,110.47,3922.6
2024-01-09,15,2024-01-09T15:00:00,119.0,3622.2
2024-01-09,16,2024-01-09T16:00:00,127.84,3728.4
2024-01-09,17,2024-01-09T17:00:00,137.79,3782.4
2024-01-09,18,2024-01-09T18:00:00,137.56,3894.6
2024-01-09,19,2024-01-09T19:00:00,130.23,3872.6
2024-01-09,20,2024-01-09T20:00:00,119.91,3873.1
2024-01-09,21,2024-01-09T21:00:00,111.61,4080.0
2024-01-09,22,2024-01-09T22:00:00,105.68,4196.7
2024-01-09,23,2024-01-09T23:00:00,96.74,3813.5
2024-01-10,0,2024-01-10T00:00:00,89.04,3146.7
2024-01-10,1,2024-01-10T01:00:00,86.76,2533.2
2024-01-10,2,2024-01-10T02:00:00,86.73,2253.7
2024-01-10,3,2024-01-10T03:00:00,85.89,2269.2
2024-01-10,4,2024-01-10T04:00:00,86.95,2581.0
2024-01-10,5,2024-01-10T05:00:00,90.05,3456.8
2024-01-10,6,2024-01-10T06:00:00,109.73,3540.8
2024-01-10,7,2024-01-10T07:00:00,127.0,3408.1
2024-01-10,8,2024-01-10T08:00:00,141.27,3773.5
2024-01-10,9,2024-01-10T09:00:00,130.39,3716.7
2024-01-10,10,2024-01-10T10:00:00,118.65,3796.5
2024-01-10,11,2024-01-10T11:00:00,109.13,4104.1
2024-01-10,12,2024-01-10T12:00:00,101.81,4144.7
2024-01-10,13,2024-01-10T13:00:00,106.47,3971.4
2024-01-10,14,2024-01-10T14:00:00,113.64,3717.8
2024-01-10,15,2024-01-10T15:00:00,124.39,3518.2
2024-01-10,16,2024-01-10T16:00:00,135.22,3650.0
2024-01-10,17,2024-01-10T17:00:00,143.79,3611.7
2024-01-10,18,2024-01-10T18:00:00,140.0,3655.9
2024-01-10,19,2024-01-10T19:00:00,132.15,3538.5
2024-01-10,20,2024-01-10T20:00:00,120.0,3562.5
2024-01-10,21,2024-01-10T21:00:00,109.5,3752.1
2024-01-10,22,2024-01-10T22:00:00,104.45,3887.7
2024-01-10,23,2024-01-10T23:00:00,95.79,4061.2
2024-01-11,0,2024-01-11T00:00:00,91.75,3257.8
2024-01-11,1,2024-01-11T01:00:00,88.59,2025.6
2024-01-11,2,2024-01-11T02:00:00,87.25,2008.8
2024-01-11,3,2024-01-11T03:00:00,82.38,1930.9
2024-01-11,4,2024-01-11T04:00:00,82.12,1894.9
2024-01-11,5,2024-01-11T05:00:00,88.98,3160.2
2024-01-11,6,2024-01-11T06:00:00,101.57,3374.7
2024-01-11,7,2024-01-11T07:00:00,116.82,3274.2
2024-01-11,8,2024-01-11T08:00:00,141.0,3721.2
2024-01-11,9,2024-01-11T09:00:00,129.16,3562.1
2024-01-11,10,2024-01-11T10:00:00,113.65,3506.2
2024-01-11,11,2024-01-11T11:00:00,106.48,3791.3
2024-01-11,12,2024-01-11T12:00:00,99.38,3813.3
2024-01-11,13,2024-01-11T13:00:00,99.0,3568.5
2024-01-11,14,2024-01-11T14:00:00,105.98,3592.4
2024-01-11,15,2024-01-11T15:00:00,117.81,3420.0
2024-01-11,16,2024-01-11T16:00:00,133.94,3625.6
2024-01-11,17,2024-01-11T17:00:00,148.44,3749.6
2024-01-11,18,2024-01-11T18:00:00,136.64,3650.1
2024-01-11,19,2024-01-11T19:00:00,132.31,3660.6
2024-01-11,20,2024-01-11T20:00:00,117.24,3575.0
2024-01-11,21,2024-01-11T21:00:00,107.19,3802.9
2024-01-11,22,2024-01-11T22:00:00,100.0,3859.7
2024-01-11,23,2024-01-11T23:00:00,96.63,4058.5
2024-01-12,0,2024-01-12T00:00:00,90.76,3393.1
2024-01-12,1,2024-01-12T01:00:00,87.98,2806.8
2024-01-12,2,2024-01-12T02:00:00,85.43,2226.1
2024-01-12,3,2024-01-12T03:00:00,84.92,2255.2
2024-01-12,4,2024-01-12T04:00:00,85.93,2163.7
2024-01-12,5,2024-01-12T05:00:00,89.34,3131.2
2024-01-12,6,2024-01-12T06:00:00,98.9,3627.7
2024-01-12,7,2024-01-12T07:00:00,120.0,3685.7
2024-01-12,8,2024-01-12T08:00:00,140.74,3962.5
2024-01-12,9,2024-01-12T09:00:00,134.96,3918.8
2024-01-12,10,2024-01-12T10:00:00,122.01,3830.1
2024-01-12,11,2024-01-12T11:00:00,114.73,3741.3
2024-01-12,12,2024-01-12T12:00:00,106.98,3789.2
2024-01-12,13,2024-01-12T13:00:00,103.08,3717.6
2024-01-12,14,2024-01-12T14:00:00,104.54,3758.2
2024-01-12,15,2024-01-12T15:00:00,110.0,3590.5
2024-01-12,16,2024-01-12T16:00:00,120.0,3702.3
2024-01-12,17,2024-01-12T17:00:00,127.5,3804.4
2024-01-12,18,2024-01-12T18:00:00,126.0,3881.4
2024-01-12,19,2024-01-12T19:00:00,119.47,3742.3
2024-01-12,20,2024-01-12T20:00:00,108.96,3886.4
2024-01-12,21,2024-01-12T21:00:00,99.19,3910.0
2024-01-12,22,2024-01-12T22:00:00,94.22,3386.4
2024-01-12,23,2024-01-12T23:00:00,85.67,3137.3
2024-01-13,0,2024-01-13T00:00:00,90.0,3297.3
2024-01-13,1,2024-01-13T01:00:00,84.73,3292.8
2024-01-13,2,2024-01-13T02:00:00,82.0,3246.8
2024-01-13,3,2024-01-13T03:00:00,78.47,3073.5
2024-01-13,4,2024-01-13T04:00:00,75.0,3071.0
2024-01-13,5,2024-01-13T05:00:00,74.85,2893.0
2024-01-13,6,2024-01-13T06:00:00,76.76,2697.8
2024-01-13,7,2024-01-13T07:00:00,82.4,2664.8
2024-01-13,8,2024-01-13T08:00:00,89.08,2660.0
2024-01-13,9,2024-01-13T09:00:00,82.46,2468.7
2024-01-13,10,2024-01-13T10:00:00,80.0,2327.3
2024-01-13,11,2024-01-13T11:00:00,75.13,2246.5
2024-01-13,12,2024-01-13T12:00:00,70.96,2149.5
2024-01-13,13,2024-01-13T13:00:00,76.16,2169.1
2024-01-13,14,2024-01-13T14:00:00,96.46,2301.5
2024-01-13,15,2024-01-13T15:00:00,115.0,2515.4
2024-01-13,16,2024-01-13T16:00:00,112.24,2530.7
2024-01-13,17,2024-01-13T17:00:00,106.04,2409.1
2024-01-13,18,2024-01-13T18:00:00,94.91,2319.9
2024-01-13,19,2024-01-13T19:00:00,92.38,2393.3
2024-01-13,20,2024-01-13T20:00:00,78.81,2431.3
2024-01-13,21,2024-01-13T21:00:00,73.49,2668.5
2024-01-13,22,2024-01-13T22:00:00,68.53,2566.4
2024-01-13,23,2024-01-13T23:00:00,67.13,2764.7
2024-01-14,0,2024-01-14T00:00:00,66.76,2833.4
2024-01-14,1,2024-01-14T01:00:00,65.12,2861.3
2024-01-14,2,2024-01-14T02:00:00,64.74,2869.4
2024-01-14,3,2024-01-14T03:00:00,65.24,2918.8
2024-01-14,4,2024-01-14T04:00:00,65.7,2946.4
2024-01-14,5,2024-01-14T05:00:00,66.54,3084.6
2024-01-14,6,2024-01-14T06:00:00,67.74,3075.8
2024-01-14,7,2024-01-14T07:00:00,72.15,3041.5
2024-01-14,8,2024-01-14T08:00:00,76.86,3060.7
2024-01-14,9,2024-01-14T09:00:00,81.75,3048.4
2024-01-14,10,2024-01-14T10:00:00,81.95,2903.4
2024-01-14,11,2024-01-14T11:00:00,83.17,2839.6
2024-01-14,12,2024-01-14T12:00:00,81.2,2769.2
2024-01-14,13,2024-01-14T13:00:00,77.04,2551.1
2024-01-14,14,2024-01-14T14:00:00,79.15,2544.9
2024-01-14,15,2024-01-14T15:00:00,82.32,2666.1
2024-01-14,16,2024-01-14T16:00:00,86.62,2692.9
2024-01-14,17,2024-01-14T17:00:00,91.86,2822.6
2024-01-14,18,2024-01-14T18:00:00,97.38,2844.7
2024-01-14,19,2024-01-14T19:00:00,89.37,2930.2
2024-01-14,20,2024-01-14T20:00:00,81.68,2817.9
2024-01-14,21,2024-01-14T21:00:00,78.62,2884.0
2024-01-14,22,2024-01-14T22:00:00,75.23,2791.2
2024-01-14,23,2024-01-14T23:00:00,67.08,2853.3
2024-01-15,0,2024-01-15T00:00:00,69.81,3242.7
2024-01-15,1,2024-01-15T01:00:00,66.37,3099.1
2024-01-15,2,2024-01-15T02:00:00,64.41,3028.7
2024-01-15,3,2024-01-15T03:00:00,62.04,2804.0
2024-01-15,4,2024-01-15T04:00:00,62.36,2751.5
2024-01-15,5,2024-01-15T05:00:00,69.59,3058.6
2024-01-15,6,2024-01-15T06:00:00,87.06,2796.4
2024-01-15,7,2024-01-15T07:00:00,102.0,2845.2
2024-01-15,8,2024-01-15T08:00:00,99.39,2893.5
2024-01-15,9,2024-01-15T09:00:00,100.25,2972.4
2024-01-15,10,2024-01-15T10:00:00,94.83,3066.7
2024-01-15,11,2024-01-15T11:00:00,90.27,2981.4
2024-01-15,12,2024-01-15T12:00:00,84.19,2958.0
2024-01-15,13,2024-01-15T13:00:00,83.42,2831.7
2024-01-15,14,2024-01-15T14:00:00,86.9,2801.9
2024-01-15,15,2024-01-15T15:00:00,93.45,2830.2
2024-01-15,16,2024-01-15T16:00:00,100.0,2741.3
2024-01-15,17,2024-01-15T17:00:00,105.62,2899.8
2024-01-15,18,2024-01-15T18:00:00,112.59,3095.2
2024-01-15,19,2024-01-15T19:00:00,110.75,3061.7
2024-01-15,20,2024-01-15T20:00:00,103.39,3141.3
2024-01-15,21,2024-01-15T21:00:00,93.32,3186.5
2024-01-15,22,2024-01-15T22:00:00,90.94,3216.0
2024-01-15,23,2024-01-15T23:00:00,87.48,3405.0
2024-01-16,0,2024-01-16T00:00:00,82.41,3642.8
2024-01-16,1,2024-01-16T01:00:00,81.49,2673.2
2024-01-16,2,2024-01-16T02:00:00,80.11,2707.8
2024-01-16,3,2024-01-16T03:00:00,78.28,2781.7
2024-01-16,4,2024-01-16T04:00:00,77.35,3405.4
2024-01-16,5,2024-01-16T05:00:00,82.47,3743.9
2024-01-16,6,2024-01-16T06:00:00,100.69,3924.0
2024-01-16,7,2024-01-16T07:00:00,119.65,4170.4
2024-01-16,8,2024-01-16T08:00:00,144.11,4591.4
2024-01-16,9,2024-01-16T09:00:00,138.6,4590.9
2024-01-16,10,2024-01-16T10:00:00,122.0,4593.9
2024-01-16,11,2024-01-16T11:00:00,110.0,4387.1
2024-01-16,12,2024-01-16T12:00:00,103.24,4206.7
2024-01-16,13,2024-01-16T13:00:00,102.29,4101.4
2024-01-16,14,2024-01-16T14:00:00,107.16,4093.5
2024-01-16,15,2024-01-16T15:00:00,120.41,4452.8
2024-01-16,16,2024-01-16T16:00:00,123.95,4459.4
2024-01-16,17,2024-01-16T17:00:00,135.23,4490.9
2024-01-16,18,2024-01-16T18:00:00,131.29,4668.2
2024-01-16,19,2024-01-16T19:00:00,119.78,4346.4
2024-01-16,20,2024-01-16T20:00:00,108.24,4306.5
2024-01-16,21,2024-01-16T21:00:00,96.28,4455.1
2024-01-16,22,2024-01-16T22:00:00,90.58,3795.8
2024-01-16,23,2024-01-16T23:00:00,83.3,3851.9
2024-01-17,0,2024-01-17T00:00:00,77.15,3587.0
2024-01-17,1,2024-01-17T01:00:00,74.53,3455.2
2024-01-17,2,2024-01-17T02:00:00,70.4,3148.9
2024-01-17,3,2024-01-17T03:00:00,69.47,3052.7
2024-01-17,4,2024-01-17T04:00:00,69.73,2934.5
2024-01-17,5,2024-01-17T05:00:00,77.35,3321.7
2024-01-17,6,2024-01-17T06:00:00,84.97,3716.5
2024-01-17,7,2024-01-17T07:00:00,94.67,4069.3
2024-01-17,8,2024-01-17T08:00:00,101.17,4102.7
2024-01-17,9,2024-01-17T09:00:00,106.07,4109.7
2024-01-17,10,2024-01-17T10:00:00,110.33,4062.2
2024-01-17,11,2024-01-17T11:00:00,111.1,4114.2
2024-01-17,12,2024-01-17T12:00:00,116.33,4010.4
2024-01-17,13,2024-01-17T13:00:00,119.65,4036.3
2024-01-17,14,2024-01-17T14:00:00,119.72,4226.2
2024-01-17,15,2024-01-17T15:00:00,122.0,4295.9
2024-01-17,16,2024-01-17T16:00:00,124.6,4396.4
2024-01-17,17,2024-01-17T17:00:00,135.47,4514.6
2024-01-17,18,2024-01-17T18:00:00,122.33,4429.0
2024-01-17,19,2024-01-17T19:00:00,114.2,4181.5
2024-01-17,20,2024-01-17T20:00:00,108.9,4432.1
2024-01-17,21,2024-01-17T21:00:00,100.55,4663.6
2024-01-17,22,2024-01-17T22:00:00,93.52,4371.7
2024-01-17,23,2024-01-17T23:00:00,83.86,3932.3
2024-01-18,0,2024-01-18T00:00:00,80.8,3541.8
2024-01-18,1,2024-01-18T01:00:00,77.12,3514.1
2024-01-18,2,2024-01-18T02:00:00,75.04,3498.9
2024-01-18,3,2024-01-18T03:00:00,74.58,3567.0
2024-01-18,4,2024-01-18T04:00:00,76.83,3399.2
2024-01-18,5,2024-01-18T05:00:00,81.15,3548.3
2024-01-18,6,2024-01-18T06:00:00,96.1,3903.3
2024-01-18,7,2024-01-18T07:00:00,112.13,4129.7
2024-01-18,8,2024-01-18T08:00:00,127.34,4108.5
2024-01-18,9,2024-01-18T09:00:00,122.77,4098.0
2024-01-18,10,2024-01-18T10:00:00,114.18,3952.8
2024-01-18,11,2024-01-18T11:00:00,110.45,3782.1
2024-01-18,12,2024-01-18T12:00:00,102.6,3672.4
2024-01-18,13,2024-01-18T13:00:00,95.31,3598.6
2024-01-18,14,2024-01-18T14:00:00,95.18,3785.3
2024-01-18,15,2024-01-18T15:00:00,100.5,3906.7
2024-01-18,16,2024-01-18T16:00:00,105.43,4003.9
2024-01-18,17,2024-01-18T17:00:00,109.23,3953.1
2024-01-18,18,2024-01-18T18:00:00,105.86,4057.9
2024-01-18,19,2024-01-18T19:00:00,100.37,3998.4
2024-01-18,20,2024-01-18T20:00:00,93.5,4137.2
2024-01-18,21,2024-01-18T21:00:00,83.79,3907.5
2024-01-18,22,2024-01-18T22:00:00,81.8,3423.4
2024-01-18,23,2024-01-18T23:00:00,73.61,3616.4
2024-01-19,0,2024-01-19T00:00:00,70.88,3240.4
2024-01-19,1,2024-01-19T01:00:00,67.2,2955.3
2024-01-19,2,2024-01-19T02:00:00,66.0,2296.0
2024-01-19,3,2024-01-19T03:00:00,62.76,2308.0
2024-01-19,4,2024-01-19T04:00:00,63.32,2228.3
2024-01-19,5,2024-01-19T05:00:00,67.52,2830.3
2024-01-19,6,2024-01-19T06:00:00,78.12,3222.4
2024-01-19,7,2024-01-19T07:00:00,89.92,3633.6
2024-01-19,8,2024-01-19T08:00:00,104.27,4174.2
2024-01-19,9,2024-01-19T09:00:00,103.32,4249.8
2024-01-19,10,2024-01-19T10:00:00,95.94,4238.5
2024-01-19,11,2024-01-19T11:00:00,86.6,3995.8
2024-01-19,12,2024-01-19T12:00:00,77.62,3910.9
2024-01-19,13,2024-01-19T13:00:00,73.72,3760.0
2024-01-19,14,2024-01-19T14:00:00,75.56,3610.6
2024-01-19,15,2024-01-19T15:00:00,84.93,3503.3
2024-01-19,16,2024-01-19T16:00:00,91.21,3520.0
2024-01-19,17,2024-01-19T17:00:00,98.08,3488.3
