date,block,block_start,direction,psr_type,price_eur_mw,volume_mw
2025-10-06,4,16:00,up,mixed,36.87,197
2025-10-06,5,20:00,up,mixed,14.44,170
2025-10-06,0,00:00,down,mixed,8.13,231
2025-10-06,1,04:00,down,mixed,7.13,225
2025-10-06,2,08:00,down,mixed,18.3,221
2025-10-06,3,12:00,down,mixed,15.09,136
2025-10-06,4,16:00,down,mixed,13.21,201
2025-10-06,5,20:00,down,mixed,3.89,209
2025-10-07,0,00:00,down,mixed,7.85,195
2025-10-07,1,04:00,down,mixed,7.55,210
2025-10-07,2,08:00,down,mixed,17.12,221
2025-10-07,3,12:00,down,mixed,12.96,126
2025-10-07,4,16:00,down,mixed,11.69,155
2025-10-07,5,20:00,down,mixed,3.44,141
2025-10-07,0,00:00,up,mixed,4.96,170
2025-10-07,1,04:00,up,mixed,13.68,168
2025-10-07,2,08:00,up,mixed,6.59,105
2025-10-07,3,12:00,up,mixed,4.16,105
2025-10-07,4,16:00,up,mixed,53.93,169
2025-10-07,5,20:00,up,mixed,16.81,168
2025-10-08,0,00:00,up,mixed,5.5,170
2025-10-08,1,04:00,up,mixed,17.93,168
2025-10-08,2,08:00,up,mixed,5.69,105
2025-10-08,3,12:00,up,mixed,3.71,105
2025-10-08,4,16:00,up,mixed,77.58,201
2025-10-08,5,20:00,up,mixed,18.6,165
2025-10-08,0,00:00,down,mixed,7.04,201
2025-10-08,1,04:00,down,mixed,5.66,141
2025-10-08,2,08:00,down,mixed,14.92,221
2025-10-08,3,12:00,down,mixed,10.42,121
2025-10-08,4,16:00,down,mixed,8.63,142
2025-10-08,5,20:00,down,mixed,2.86,141
2025-10-09,0,00:00,up,mixed,5.86,180
2025-10-09,1,04:00,up,mixed,21.54,174
2025-10-09,2,08:00,up,mixed,5.16,105
2025-10-09,3,12:00,up,mixed,3.22,105
2025-10-09,4,16:00,up,mixed,67.42,105
2025-10-09,5,20:00,up,mixed,18.36,105
2025-10-09,0,00:00,down,mixed,5.91,141
2025-10-09,1,04:00,down,mixed,4.74,157
2025-10-09,2,08:00,down,mixed,13.65,221
2025-10-09,3,12:00,down,mixed,8.57,121
2025-10-09,4,16:00,down,mixed,7.52,191
2025-10-09,5,20:00,down,mixed,2.47,221
2025-10-10,0,00:00,down,mixed,5.25,221
2025-10-10,1,04:00,down,mixed,4.07,201
2025-10-10,2,08:00,down,mixed,12.07,221
2025-10-10,3,12:00,down,mixed,6.49,121
2025-10-10,4,16:00,down,mixed,6.39,186
2025-10-10,5,20:00,down,mixed,2.03,221
2025-10-10,0,00:00,up,mixed,5.51,152
2025-10-10,1,04:00,up,mixed,18.8,169
2025-10-10,2,08:00,up,mixed,4.13,105
2025-10-10,3,12:00,up,mixed,2.61,105
2025-10-10,4,16:00,up,mixed,48.9,159
2025-10-10,5,20:00,up,mixed,16,150
2025-10-11,0,00:00,down,mixed,5.05,217
2025-10-11,1,04:00,down,mixed,3.95,201
2025-10-11,2,08:00,down,mixed,14.21,221
2025-10-11,3,12:00,down,mixed,5.49,121
2025-10-11,4,16:00,down,mixed,5.7,191
2025-10-11,5,20:00,down,mixed,2.14,205
2025-10-11,0,00:00,up,mixed,4.83,184
2025-10-11,1,04:00,up,mixed,14.4,75
2025-10-11,2,08:00,up,mixed,3.04,105
2025-10-11,3,12:00,up,mixed,2.01,105
2025-10-11,4,16:00,up,mixed,34.09,156
2025-10-11,5,20:00,up,mixed,12.93,150
2025-10-12,0,00:00,up,mixed,4.35,105
2025-10-12,1,04:00,up,mixed,9.91,135
2025-10-12,2,08:00,up,mixed,2.11,105
2025-10-12,3,12:00,up,mixed,1.46,105
2025-10-12,4,16:00,up,mixed,25.61,75
2025-10-12,5,20:00,up,mixed,11.5,131
2025-10-12,0,00:00,down,mixed,4.9,163
2025-10-12,1,04:00,down,mixed,3.99,191
2025-10-12,2,08:00,down,mixed,16.4,216
2025-10-12,3,12:00,down,mixed,4.78,121
2025-10-12,4,16:00,down,mixed,5.39,186
2025-10-12,5,20:00,down,mixed,1.94,137
2025-10-13,0,00:00,down,mixed,4.42,221
2025-10-13,1,04:00,down,mixed,3.51,196
2025-10-13,2,08:00,down,mixed,11.86,221
2025-10-13,3,12:00,down,mixed,3.87,121
2025-10-13,4,16:00,down,mixed,4.76,196
2025-10-13,5,20:00,down,mixed,1.84,219
2025-10-13,0,00:00,up,mixed,4.6,191
2025-10-13,1,04:00,up,mixed,19.33,205
2025-10-13,2,08:00,up,mixed,5,105
2025-10-13,3,12:00,up,mixed,3.58,105
2025-10-13,4,16:00,up,mixed,62.28,205
2025-10-13,5,20:00,up,mixed,13.79,150
2025-10-14,0,00:00,up,mixed,5.13,202
2025-10-14,1,04:00,up,mixed,24.93,117
2025-10-14,2,08:00,up,mixed,7.1,105
2025-10-14,3,12:00,up,mixed,5.45,105
2025-10-14,4,16:00,up,mixed,95.53,183
2025-10-14,5,20:00,up,mixed,14.78,150
2025-10-14,0,00:00,down,mixed,3.78,141
2025-10-14,1,04:00,down,mixed,3.19,216
2025-10-14,2,08:00,down,mixed,11.3,221
2025-10-14,3,12:00,down,mixed,3.27,121
2025-10-14,4,16:00,down,mixed,4.11,196
2025-10-14,5,20:00,down,mixed,1.59,158
2025-10-15,0,00:00,up,mixed,5.4,133
2025-10-15,1,04:00,up,mixed,23.13,200
2025-10-15,2,08:00,up,mixed,6.23,105
2025-10-15,3,12:00,up,mixed,5.35,105
2025-10-15,4,16:00,up,mixed,93.62,149
2025-10-15,5,20:00,up,mixed,15.28,155
2025-10-15,0,00:00,down,mixed,3.27,241
2025-10-15,1,04:00,down,mixed,2.84,216
2025-10-15,2,08:00,down,mixed,10.47,221
2025-10-15,3,12:00,down,mixed,2.6,121
2025-10-15,4,16:00,down,mixed,3.38,196
2025-10-15,5,20:00,down,mixed,1.3,237
2025-10-16,0,00:00,up,mixed,5.14,166
2025-10-16,1,04:00,up,mixed,21.51,105
2025-10-16,2,08:00,up,mixed,5.19,105
2025-10-16,3,12:00,up,mixed,4.51,105
2025-10-16,4,16:00,up,mixed,68.27,86
2025-10-16,5,20:00,up,mixed,13.39,145
2025-10-16,0,00:00,down,mixed,2.91,241
2025-10-16,1,04:00,down,mixed,2.62,206
2025-10-16,2,08:00,down,mixed,9.55,221
2025-10-16,3,12:00,down,mixed,2.01,121
2025-10-16,4,16:00,down,mixed,2.8,201
2025-10-16,5,20:00,down,mixed,1.17,221
2025-10-17,0,00:00,up,mixed,4.64,125
2025-10-17,1,04:00,up,mixed,17.64,88
2025-10-17,2,08:00,up,mixed,4.45,105
2025-10-17,3,12:00,up,mixed,3.7,105
2025-10-17,4,16:00,up,mixed,47.21,76
